 New Zealand,Daryl Gibson,1 try,https://en.wikipedia.org/wiki/Daryl_Gibson
 New Zealand,Mark Hammett,1 try,https://en.wikipedia.org/wiki/Mark_Hammett
 New Zealand,Carl Hayman,1 try,https://en.wikipedia.org/wiki/Carl_Hayman
 New Zealand,Paul Henderson,1 try,https://en.wikipedia.org/wiki/Paul_Henderson_(rugby_union)
 New Zealand,Jason Hewett,1 try,https://en.wikipedia.org/wiki/Jason_Hewett
 New Zealand,Marty Holah,1 try,https://en.wikipedia.org/wiki/Marty_Holah
 New Zealand,Alama Ieremia,1 try,https://en.wikipedia.org/wiki/Alama_Ieremia
 New Zealand,Cory Jane,1 try,https://en.wikipedia.org/wiki/Cory_Jane
 New Zealand,Richard Loe,1 try,https://en.wikipedia.org/wiki/Richard_Loe
 New Zealand,Brendon Leonard,1 try,https://en.wikipedia.org/wiki/Brendon_Leonard
 New Zealand,Justin Marshall,1 try,https://en.wikipedia.org/wiki/Justin_Marshall
 New Zealand,Norm Maxwell,1 try,https://en.wikipedia.org/wiki/Norm_Maxwell
 New Zealand,Luke McAlister,1 try,https://en.wikipedia.org/wiki/Luke_McAlister
 New Zealand,Bernie McCahill,1 try,https://en.wikipedia.org/wiki/Bernie_McCahill
 New Zealand,Steve McDowall,1 try,https://en.wikipedia.org/wiki/Steve_McDowall
 New Zealand,Andrew Mehrtens,1 try,https://en.wikipedia.org/wiki/Andrew_Mehrtens
 New Zealand,Dylan Mika,1 try,https://en.wikipedia.org/wiki/Dylan_Mika
 New Zealand,Waisake Naholo,1 try,https://en.wikipedia.org/wiki/Waisake_Naholo
 New Zealand,Graham Purvis,1 try,https://en.wikipedia.org/wiki/Graham_Purvis
 New Zealand,Taine Randell,1 try,https://en.wikipedia.org/wiki/Taine_Randell
 New Zealand,Brodie Retallick,1 try,https://en.wikipedia.org/wiki/Brodie_Retallick
 New Zealand,Scott Robertson,1 try,https://en.wikipedia.org/wiki/Scott_Robertson_(rugby_union)
 New Zealand,Colin Slade,1 try,https://en.wikipedia.org/wiki/Colin_Slade
 New Zealand,Aaron Smith,1 try,https://en.wikipedia.org/wiki/Aaron_Smith_(rugby_union)
 New Zealand,Codie Taylor,1 try,https://en.wikipedia.org/wiki/Codie_Taylor
 New Zealand,Warwick Taylor,1 try,https://en.wikipedia.org/wiki/Warwick_Taylor
 Portugal,Pedro Carvalho,1 try,https://en.wikipedia.org/wiki/Pedro_Carvalho
 Portugal,Rui Cordeiro,1 try,https://en.wikipedia.org/wiki/Rui_Cordeiro
 Portugal,Joaquim Ferreira,1 try,https://en.wikipedia.org/wiki/Joaquim_Ferreira
 Portugal,David Penalva,1 try,https://en.wikipedia.org/wiki/David_Penalva
 Romania,Marius Tincu,3 tries,https://en.wikipedia.org/wiki/Marius_Tincu
 Romania,Adrian Apostol,2 tries,https://en.wikipedia.org/wiki/Adrian_Apostol
 Romania,Mihai Macovei,2 tries,https://en.wikipedia.org/wiki/Mihai_Macovei
 Romania,Florica Murariu,2 tries,https://en.wikipedia.org/wiki/Florica_Murariu
 Romania,Catalin Sasu,2 tries,https://en.wikipedia.org/w/index.php?title=Catalin_Sasu&action=edit&redlink=1
 Romania,Cristian Sauan,2 tries,https://en.wikipedia.org/wiki/Cristian_Sauan
 Romania,Marcel Toader,2 tries,https://en.wikipedia.org/wiki/Marcel_Toader
 Romania,Daniel Carpo,1 try,https://en.wikipedia.org/wiki/Daniel_Carpo
 Romania,Ionel Cazan,1 try,https://en.wikipedia.org/wiki/Ionel_Cazan
 Romania,George Chiriac,1 try,https://en.wikipedia.org/wiki/George_Chiriac
 Romania,Florin Corodeanu,1 try,https://en.wikipedia.org/wiki/Florin_Corodeanu
 Romania,Tudor Constantin,1 try,https://en.wikipedia.org/w/index.php?title=Tudor_Constantin&action=edit&redlink=1
 Romania,Haralambie Dumitras,1 try,https://en.wikipedia.org/wiki/Haralambie_Dumitras
 Romania,Andrei Guranescu,1 try,https://en.wikipedia.org/w/index.php?title=Andrei_Guranescu&action=edit&redlink=1
 Romania,Liviu Hodorca,1 try,https://en.wikipedia.org/wiki/Liviu_Hodorca
 Romania,Gheorghe Ion,1 try,https://en.wikipedia.org/w/index.php?title=Gheorghe_Ion&action=edit&redlink=1
 Romania,Mihaita Lazăr,1 try,https://en.wikipedia.org/wiki/Mihaita_Laz%C4%83r
 Romania,Adrian Lungu,1 try,https://en.wikipedia.org/wiki/Adrian_Lungu
 Romania,Valentin Maftei,1 try,https://en.wikipedia.org/wiki/Valentin_Maftei
 Romania,Mircea Paraschiv,1 try,https://en.wikipedia.org/wiki/Mircea_Paraschiv
 Romania,Alin Petrache,1 try,https://en.wikipedia.org/wiki/Alin_Petrache
 Romania,Augustin Petrechei,1 try,https://en.wikipedia.org/wiki/Augustin_Petrechei
 Romania,Valentin Popîrlan,1 try,https://en.wikipedia.org/wiki/Valentin_Pop%C3%AErlan
 Romania,Lucian Sirbu,1 try,https://en.wikipedia.org/wiki/Lucian_Sirbu
 Romania,Gheorghe Solomie,1 try,https://en.wikipedia.org/wiki/Gheorghe_Solomie
 Romania,Ion Teodorescu,1 try,https://en.wikipedia.org/wiki/Ion_Teodorescu
 Romania,Petrişor Toderasc,1 try,https://en.wikipedia.org/wiki/Petri%C5%9For_Toderasc
 Romania,Ovidiu Toniţa,1 try,https://en.wikipedia.org/wiki/Ovidiu_Toni%C5%A3a
 Romania,Valentin Ursache,1 try,https://en.wikipedia.org/wiki/Valentin_Ursache
 Russia,Vladimir Ostroushko,2 tries,https://en.wikipedia.org/wiki/Vladimir_Ostroushko
 Russia,Denis Simplikevich,2 tries,https://en.wikipedia.org/wiki/Denis_Simplikevich
 Russia,Vasili Artemyev,1 try,https://en.wikipedia.org/wiki/Vasily_Artemyev
 Russia,Alexey Makovetskiy,1 try,https://en.wikipedia.org/wiki/Alexey_Makovetskiy
 Russia,Konstantin Rachkov,1 try,https://en.wikipedia.org/wiki/Konstantin_Rachkov
 Russia,Alexander Yanyushkin,1 try,https://en.wikipedia.org/wiki/Alexander_Yanyushkin
 Samoa,Brian Lima,10 tries,https://en.wikipedia.org/wiki/Brian_Lima
 Samoa,Alesana Tuilagi,4 tries,https://en.wikipedia.org/wiki/Alesana_Tuilagi
 Samoa,Stephen Bachop,3 tries,https://en.wikipedia.org/wiki/Stephen_Bachop
 Samoa,George Harder,3 tries,https://en.wikipedia.org/wiki/George_Harder
 Samoa,Semo Sititi,3 tries,https://en.wikipedia.org/wiki/Semo_Sititi
 Samoa,Maurie Fa'asavalu,2 tries,https://en.wikipedia.org/wiki/Maurie_Fa%27asavalu
 Samoa,Lome Fa'atau,2 tries,https://en.wikipedia.org/wiki/Lome_Fa%27atau
 Samoa,Dominic Feaunati,2 tries,https://en.wikipedia.org/wiki/Dominic_Feaunati
 Samoa,Kahn Fotuali'i,2 tries,https://en.wikipedia.org/wiki/Kahn_Fotuali%27i
 Samoa,Silao Laegailesolo,2 tries,https://en.wikipedia.org/w/index.php?title=Silao_Laegailesolo&action=edit&redlink=1
 Samoa,Pat Lam,2 tries,https://en.wikipedia.org/wiki/Pat_Lam
 Samoa,Opeta Palepoi,2 tries,https://en.wikipedia.org/wiki/Opeta_Palepoi
 Samoa,Fata Sini,2 tries,https://en.wikipedia.org/wiki/Fata_Sini
 Samoa,Afato So'oalo,2 tries,https://en.wikipedia.org/wiki/Afato_So%27oalo
 Samoa,George Stowers,2 tries,https://en.wikipedia.org/wiki/George_Stowers
 Samoa,Timo Tagaola,2 tries,https://en.wikipedia.org/w/index.php?title=Timo_Tagaola&action=edit&redlink=1
 Samoa,Sailosi Tagicakibau,2 tries,https://en.wikipedia.org/wiki/Sailosi_Tagicakibau
 Samoa,Shem Tatupu,2 tries,https://en.wikipedia.org/wiki/Shem_Tatupu
 Samoa,"Frank Bunce

Bunce also scored two tries for New Zealand.

",1 try,https://en.wikipedia.org/wiki/Frank_Bunce
 Samoa,Filiga Falaniko,1 try,https://en.wikipedia.org/w/index.php?title=Filiga_Falaniko&action=edit&redlink=1
 Samoa,Darren Kellet,1 try,https://en.wikipedia.org/w/index.php?title=Darren_Kellet&action=edit&redlink=1
 Samoa,George Leaupepe,1 try,https://en.wikipedia.org/wiki/George_Leaupepe
 Samoa,Rey Lee-Lo,1 try,https://en.wikipedia.org/wiki/Rey_Lee-Lo
 Samoa,Manu Leiataua,1 try,https://en.wikipedia.org/wiki/Manu_Leiataua
 Samoa,Simon Lemalu,1 try,https://en.wikipedia.org/wiki/Simon_Lemalu
 Samoa,Motu Matu'u,1 try,https://en.wikipedia.org/wiki/Motu_Matu%27u
 Samoa,Tim Nanai-Williams,1 try,https://en.wikipedia.org/wiki/Tim_Nanai-Williams
 Samoa,Toetu Nu'uali'itia,1 try,https://en.wikipedia.org/w/index.php?title=Toetu_Nu%27uali%27itia&action=edit&redlink=1
 Samoa,Peter Paramore,1 try,https://en.wikipedia.org/wiki/Peter_Paramore
 Samoa,Anthony Perenise,1 try,https://en.wikipedia.org/wiki/Anthony_Perenise
 Samoa,Paul Perez,1 try,https://en.wikipedia.org/wiki/Paul_Perez
 Samoa,Tusi Pisi,1 try,https://en.wikipedia.org/wiki/Tusi_Pisi
 Samoa,Junior Polu,1 try,https://en.wikipedia.org/wiki/Junior_Polu
 Samoa,Steve So'oialo,1 try,https://en.wikipedia.org/wiki/Steve_So%27oialo
 Samoa,Kane Thompson,1 try,https://en.wikipedia.org/wiki/Kane_Thompson
 Samoa,Ofisa Treviranus,1 try,https://en.wikipedia.org/wiki/Ofisa_Treviranus
 Samoa,Mike Umaga,1 try,https://en.wikipedia.org/wiki/Mike_Umaga
 Samoa,Earl Va'a,1 try,https://en.wikipedia.org/wiki/Earl_Va%27a
 Samoa,Sila Vaifale,1 try,https://en.wikipedia.org/wiki/Sila_Vaifale
 Samoa,To'o Veaga,1 try,https://en.wikipedia.org/w/index.php?title=To%27o_Veaga&action=edit&redlink=1
 Samoa,Tanner Vili,1 try,https://en.wikipedia.org/wiki/Tanner_Vili
 Samoa,Gavin Williams,1 try,https://en.wikipedia.org/wiki/Gavin_Williams_(rugby_union)
 Samoa,Paul Williams,1 try,https://en.wikipedia.org/wiki/Paul_Williams_(rugby_union)
 Scotland,Gavin Hastings,9 tries,https://en.wikipedia.org/wiki/Gavin_Hastings
 Scotland,Iwan Tukalo,7 tries,https://en.wikipedia.org/wiki/Iwan_Tukalo
 Scotland,John Jeffrey,6 tries,https://en.wikipedia.org/wiki/John_Jeffrey
 Scotland,Simon Danielli,5 tries,https://en.wikipedia.org/wiki/Simon_Danielli
 Scotland,Scott Hastings,5 tries,https://en.wikipedia.org/wiki/Scott_Hastings_(rugby_player)
 Scotland,Alan Tait,5 tries,https://en.wikipedia.org/wiki/Alan_Tait
 Scotland,Matt Duncan,4 tries,https://en.wikipedia.org/wiki/Matt_Duncan
 Scotland,Chris Paterson,4 tries,https://en.wikipedia.org/wiki/Chris_Paterson
 Scotland,Tommy Seymour,4 tries,https://en.wikipedia.org/wiki/Tommy_Seymour
 Scotland,Tony Stanger,4 tries,https://en.wikipedia.org/wiki/Tony_Stanger
 Scotland,Mark Bennett,3 tries,https://en.wikipedia.org/wiki/Mark_Bennett_(Scottish_rugby_player)
 Scotland,Ally Hogg,3 tries,https://en.wikipedia.org/wiki/Ally_Hogg
 Scotland,Rory Lamont,3 tries,https://en.wikipedia.org/wiki/Rory_Lamont
 Scotland,Martin Leslie,3 tries,https://en.wikipedia.org/wiki/Martin_Leslie_(rugby_union)
 Scotland,Cameron Murray,3 tries,https://en.wikipedia.org/wiki/Cameron_Murray_(rugby_union)
 Scotland,Doddie Weir,3 tries,https://en.wikipedia.org/wiki/Doddie_Weir
 Scotland,Derek White,3 tries,https://en.wikipedia.org/wiki/Derek_White_(rugby_union)
 Scotland,Gary Armstrong,2 tries,https://en.wikipedia.org/wiki/Gary_Armstrong_(rugby)
 Scotland,Craig Chalmers,2 tries,https://en.wikipedia.org/wiki/Craig_Chalmers
 Scotland,John Hardie,2 tries,https://en.wikipedia.org/wiki/John_Hardie_(rugby_player)
 Scotland,Kenny Logan,2 tries,https://en.wikipedia.org/wiki/Kenny_Logan
 Scotland,Cameron Mather,2 tries,https://en.wikipedia.org/wiki/Cameron_Mather
 Scotland,Iain Paxton,2 tries,https://en.wikipedia.org/wiki/Iain_Paxton
 Scotland,Robbie Russell,2 tries,https://en.wikipedia.org/wiki/Robbie_Russell_(rugby_player)
 Scotland,Graham Shiel,2 tries,https://en.wikipedia.org/wiki/Graham_Shiel
 Scotland,Gregor Townsend,2 tries,https://en.wikipedia.org/wiki/Gregor_Townsend
 Scotland,Peter Walton,2 tries,https://en.wikipedia.org/wiki/Peter_Walton_(rugby_player)
 Scotland,Joe Ansbro,1 try,https://en.wikipedia.org/wiki/Joe_Ansbro
 Scotland,Mike Blair,1 try,https://en.wikipedia.org/wiki/Mike_Blair
 Scotland,Kelly Brown,1 try,https://en.wikipedia.org/wiki/Kelly_Brown_(rugby_player)
 Scotland,Paul Burnell,1 try,https://en.wikipedia.org/wiki/Paul_Burnell
 Scotland,Chris Cusiter,1 try,https://en.wikipedia.org/wiki/Chris_Cusiter
 Scotland,Rob Dewey,1 try,https://en.wikipedia.org/wiki/Rob_Dewey
 Scotland,Ross Ford,1 try,https://en.wikipedia.org/wiki/Ross_Ford
 Scotland,Stuart Grimes,1 try,https://en.wikipedia.org/wiki/Stuart_Grimes
 Scotland,Duncan Hodge,1 try,https://en.wikipedia.org/wiki/Duncan_Hodge
 Scotland,Peter Horne,1 try,https://en.wikipedia.org/wiki/Peter_Horne
 Scotland,Gavin Kerr,1 try,https://en.wikipedia.org/wiki/Gavin_Kerr
 Scotland,Greig Laidlaw,1 try,https://en.wikipedia.org/wiki/Greig_Laidlaw
 Scotland,Scott Lawson,1 try,https://en.wikipedia.org/wiki/Scott_Lawson
 Scotland,Shaun Longstaff,1 try,https://en.wikipedia.org/wiki/Shaun_Longstaff
 Scotland,Sean Maitland,1 try,https://en.wikipedia.org/wiki/Sean_Maitland
 Scotland,James McLaren,1 try,https://en.wikipedia.org/wiki/James_McLaren
 Scotland,Glenn Metcalfe,1 try,https://en.wikipedia.org/wiki/Glenn_Metcalfe
 Scotland,WP Nel,1 try,https://en.wikipedia.org/wiki/WP_Nel
 Scotland,Greig Oliver,1 try,https://en.wikipedia.org/wiki/Greig_Oliver
 Scotland,Dan Parks,1 try,https://en.wikipedia.org/wiki/Dan_Parks
 Scotland,Eric Peters,1 try,https://en.wikipedia.org/wiki/Eric_Peters_(rugby_union)
 Scotland,Budge Pountney,1 try,https://en.wikipedia.org/wiki/Budge_Pountney
 Scotland,Finn Russell,1 try,https://en.wikipedia.org/wiki/Finn_Russell
 Scotland,Matt Scott,1 try,https://en.wikipedia.org/wiki/Matt_Scott_(rugby_union)
 Scotland,Gordon Simpson,1 try,https://en.wikipedia.org/wiki/Gordon_Simpson_(rugby_union)
 Scotland,Tom Smith,1 try,https://en.wikipedia.org/wiki/Tom_Smith_(rugby_union_player_born_1971)
 Scotland,Hugo Southwell,1 try,https://en.wikipedia.org/wiki/Hugo_Southwell
 Scotland,Simon Taylor,1 try,https://en.wikipedia.org/wiki/Simon_Taylor_(rugby_player)
 Scotland,Derek Turnbull,1 try,https://en.wikipedia.org/wiki/Derek_Turnbull_(rugby_union)
 Scotland,Tim Visser,1 try,https://en.wikipedia.org/wiki/Tim_Visser
 Scotland,Rob Wainwright,1 try,https://en.wikipedia.org/wiki/Rob_Wainwright_(rugby_union)
 Scotland,Duncan Weir,1 try,https://en.wikipedia.org/wiki/Duncan_Weir
 Scotland,Peter Wright,1 try,https://en.wikipedia.org/wiki/Peter_Wright_(rugby_union)
 South Africa,Bryan Habana,15 tries,https://en.wikipedia.org/wiki/Bryan_Habana
 South Africa,Jaque Fourie,9 tries,https://en.wikipedia.org/wiki/Jaque_Fourie
 South Africa,JP Pietersen,9 tries,https://en.wikipedia.org/wiki/JP_Pietersen
 South Africa,Danie Rossouw,6 tries,https://en.wikipedia.org/wiki/Danie_Rossouw
 South Africa,Juan Smith,5 tries,https://en.wikipedia.org/wiki/Juan_Smith
 South Africa,Joost van der Westhuizen,5 tries,https://en.wikipedia.org/wiki/Joost_van_der_Westhuizen
 South Africa,Schalk Burger,4 tries,https://en.wikipedia.org/wiki/Schalk_Burger
 South Africa,Adriaan Richter,4 tries,https://en.wikipedia.org/wiki/Adriaan_Richter
 South Africa,François Steyn,4 tries,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Steyn
 South Africa,Chester Williams,4 tries,https://en.wikipedia.org/wiki/Chester_Williams
 South Africa,Bakkies Botha,3 tries,https://en.wikipedia.org/wiki/Bakkies_Botha
 South Africa,Fourie du Preez,3 tries,https://en.wikipedia.org/wiki/Fourie_du_Preez
 South Africa,Francois Hougaard,3 tries,https://en.wikipedia.org/wiki/Francois_Hougaard
 South Africa,Francois Louw,3 tries,https://en.wikipedia.org/wiki/Francois_Louw
 South Africa,Joe van Niekerk,3 tries,https://en.wikipedia.org/wiki/Joe_van_Niekerk
 South Africa,Gio Aplon,2 tries,https://en.wikipedia.org/wiki/Gio_Aplon
 South Africa,Juan de Jongh,2 tries,https://en.wikipedia.org/wiki/Juan_de_Jongh
 South Africa,Bismarck du Plessis,2 tries,https://en.wikipedia.org/wiki/Bismarck_du_Plessis
 South Africa,Robbie Fleck,2 tries,https://en.wikipedia.org/wiki/Robbie_Fleck
 South Africa,Derick Hougaard,2 tries,https://en.wikipedia.org/wiki/Derick_Hougaard
 South Africa,Deon Kayser,2 tries,https://en.wikipedia.org/wiki/Deon_Kayser
 South Africa,Percy Montgomery,2 tries,https://en.wikipedia.org/wiki/Percy_Montgomery
 South Africa,Ruan Pienaar,2 tries,https://en.wikipedia.org/wiki/Ruan_Pienaar
 South Africa,Bob Skinstad,2 tries,https://en.wikipedia.org/wiki/Bob_Skinstad
 South Africa,Morné Steyn,2 tries,https://en.wikipedia.org/wiki/Morn%C3%A9_Steyn
 South Africa,Albert van den Berg,2 tries,https://en.wikipedia.org/wiki/Albert_van_den_Berg
 South Africa,Jaco van der Westhuyzen,2 tries,https://en.wikipedia.org/wiki/Jaco_van_der_Westhuyzen
 South Africa,André Vos,2 tries,https://en.wikipedia.org/wiki/Andr%C3%A9_Vos
 South Africa,Mark Andrews,1 try,https://en.wikipedia.org/wiki/Mark_Andrews_(rugby_player)
 South Africa,Richard Bands,1 try,https://en.wikipedia.org/wiki/Richard_Bands
 South Africa,Schalk Brits,1 try,https://en.wikipedia.org/wiki/Schalk_Brits
 South Africa,Lood de Jager,1 try,https://en.wikipedia.org/wiki/Lood_de_Jager
 South Africa,Neil de Kock,1 try,https://en.wikipedia.org/wiki/Neil_de_Kock
 South Africa,Damian de Allende,1 try,https://en.wikipedia.org/wiki/Damian_de_Allende
 South Africa,Thinus Delport,1 try,https://en.wikipedia.org/wiki/Thinus_Delport
 South Africa,Eben Etzebeth,1 try,https://en.wikipedia.org/wiki/Eben_Etzebeth
 South Africa,Werner Greeff,1 try,https://en.wikipedia.org/wiki/Werner_Greeff
 South Africa,Pieter Hendriks,1 try,https://en.wikipedia.org/wiki/Pieter_Hendriks
 South Africa,Butch James,1 try,https://en.wikipedia.org/wiki/Butch_James
 South Africa,Jesse Kriel,1 try,https://en.wikipedia.org/wiki/Jesse_Kriel
 South Africa,Ruben Kruger,1 try,https://en.wikipedia.org/wiki/Ruben_Kruger
 South Africa,Ollie le Roux,1 try,https://en.wikipedia.org/wiki/Ollie_le_Roux
 South Africa,Anton Leonard,1 try,https://en.wikipedia.org/wiki/Anton_Leonard
 South Africa,Tendai Mtawarira,1 try,https://en.wikipedia.org/wiki/Tendai_Mtawarira
 South Africa,Jorrie Müller,1 try,https://en.wikipedia.org/w/index.php?title=Jorrie_M%C3%BCller&action=edit&redlink=1
 South Africa,Pieter Muller,1 try,https://en.wikipedia.org/wiki/Pieter_Muller
 South Africa,Lwazi Mvovo,1 try,https://en.wikipedia.org/wiki/Lwazi_Mvovo
 South Africa,Breyton Paulse,1 try,https://en.wikipedia.org/wiki/Breyton_Paulse
 South Africa,Chris Rossouw,1 try,https://en.wikipedia.org/wiki/Chris_Rossouw_(rugby_union_born_1969)
 South Africa,Pieter Rossouw,1 try,https://en.wikipedia.org/wiki/Pieter_Rossouw_(rugby_player)
 South Africa,Hendro Scholtz,1 try,https://en.wikipedia.org/wiki/Hendro_Scholtz
 South Africa,John Smit,1 try,https://en.wikipedia.org/wiki/John_Smit
 South Africa,Gurthrö Steenkamp,1 try,https://en.wikipedia.org/wiki/Gurthr%C3%B6_Steenkamp
 South Africa,Joel Stransky,1 try,https://en.wikipedia.org/wiki/Joel_Stransky
 South Africa,Adriaan Strauss,1 try,https://en.wikipedia.org/wiki/Adriaan_Strauss
 South Africa,Werner Swanepoel,1 try,https://en.wikipedia.org/wiki/Werner_Swanepoel
 South Africa,CJ van der Linde,1 try,https://en.wikipedia.org/wiki/CJ_van_der_Linde
 South Africa,Andre Venter,1 try,https://en.wikipedia.org/wiki/Andre_Venter
 South Africa,Brendan Venter,1 try,https://en.wikipedia.org/wiki/Brendan_Venter
 South Africa,Ashwin Willemse,1 try,https://en.wikipedia.org/wiki/Ashwin_Willemse
 Tonga,Sukanaivalu Hufanga,3 tries,https://en.wikipedia.org/wiki/Sukanaivalu_Hufanga
 Tonga,Pierre Hola,2 tries,https://en.wikipedia.org/wiki/Pierre_Hola
 Tonga,Benhur Kivalu,2 tries,https://en.wikipedia.org/wiki/Benhur_Kivalu
 Tonga,Siale Piutau,2 tries,https://en.wikipedia.org/wiki/Siale_Piutau
 Tonga,Jack Ram,2 tries,https://en.wikipedia.org/wiki/Jack_Ram
 Tonga,Sateki Tuipulotu,2 tries,https://en.wikipedia.org/wiki/Sateki_Tuipulotu
 Tonga,Fetu'u Vainikolo,2 tries,https://en.wikipedia.org/wiki/Fetu%27u_Vainikolo
 Tonga,Viliami Vaki,2 tries,https://en.wikipedia.org/wiki/Viliami_Vaki
 Tonga,Telusa Veainu,2 tries,https://en.wikipedia.org/wiki/Telusa_Veainu
 Tonga,Isileli Fatani,1 try,https://en.wikipedia.org/w/index.php?title=Isileli_Fatani&action=edit&redlink=1
 Tonga,Ipolito Fenukitau,1 try,https://en.wikipedia.org/wiki/Ipolito_Fenukitau
 Tonga,Quddus Fielea,1 try,https://en.wikipedia.org/wiki/Quddus_Fielea
 Tonga,Talai Fifita,1 try,https://en.wikipedia.org/wiki/Talai_Fifita
 Tonga,Latiume Fosita,1 try,https://en.wikipedia.org/wiki/Latiume_Fosita
 Tonga,Pouvalu Latukefu,1 try,https://en.wikipedia.org/wiki/Pouvalu_Latukefu
 Tonga,Heamani Lavaka,1 try,https://en.wikipedia.org/w/index.php?title=Heamani_Lavaka&action=edit&redlink=1
 Tonga,Tukulua Lokotui,1 try,https://en.wikipedia.org/wiki/Tukulua_Lokotui
 Tonga,Viliami Ma'afu,1 try,https://en.wikipedia.org/wiki/Viliami_Ma%27afu
 Tonga,Finau Maka,1 try,https://en.wikipedia.org/wiki/Finau_Maka
 Tonga,Kurt Morath,1 try,https://en.wikipedia.org/wiki/Kurt_Morath
 Tonga,Mana 'Otai,1 try,https://en.wikipedia.org/wiki/Mana_Otai
 Tonga,John Payne,1 try,https://en.wikipedia.org/w/index.php?title=John_Payne_(rugby_union)&action=edit&redlink=1
 Tonga,Kisi Pulu,1 try,https://en.wikipedia.org/wiki/Kisi_Pulu
 Tonga,Hale T-Pole,1 try,https://en.wikipedia.org/wiki/Hale_T-Pole
 Tonga,Epi Taione,1 try,https://en.wikipedia.org/wiki/Epi_Taione
 Tonga,Taunaholo Taufahema,1 try,https://en.wikipedia.org/w/index.php?title=Taunaholo_Taufahema&action=edit&redlink=1
 Tonga,Sona Taumalolo,1 try,https://en.wikipedia.org/wiki/Sona_Taumalolo
 Tonga,Tevita Tiueti,1 try,https://en.wikipedia.org/w/index.php?title=Tevita_Tiueti&action=edit&redlink=1
 Tonga,Soane Tonga'uiha,1 try,https://en.wikipedia.org/wiki/Soane_Tonga%27uiha
 Tonga,Tevita Tu'ifua,1 try,https://en.wikipedia.org/wiki/Tevita_Tu%27ifua
 Tonga,Tevita Va'enuku,1 try,https://en.wikipedia.org/w/index.php?title=Tevita_Va%27enuku&action=edit&redlink=1
 Tonga,Joseph Vaka,1 try,https://en.wikipedia.org/wiki/Joseph_Vaka
 Tonga,Fakahau Valu,1 try,https://en.wikipedia.org/wiki/Fakahau_Valu
 Uruguay,Alfonso Cardoso,2 tries,https://en.wikipedia.org/wiki/Alfonso_Cardoso
 Uruguay,Pablo Lemoine,2 tries,https://en.wikipedia.org/wiki/Pablo_Lemoine
 Uruguay,Carlos Arboleya,1 try,https://en.wikipedia.org/wiki/Carlos_Arboleya
 Uruguay,Nicolas Brignoni,1 try,https://en.wikipedia.org/wiki/Nicolas_Brignoni
 Uruguay,Rodrigo Capó,1 try,https://en.wikipedia.org/wiki/Rodrigo_Cap%C3%B3_Ortega
 Uruguay,Diego Lamelas,1 try,https://en.wikipedia.org/wiki/Diego_Lamelas
 Uruguay,Juan Menchaca,1 try,https://en.wikipedia.org/wiki/Juan_Menchaca
 Uruguay,Agustín Ormaechea,1 try,https://en.wikipedia.org/wiki/Agust%C3%ADn_Ormaechea
 Uruguay,Diego Ormaechea,1 try,https://en.wikipedia.org/wiki/Diego_Ormaechea
 United States,Chris Wyles,4 tries,https://en.wikipedia.org/wiki/Chris_Wyles
 United States,Ray Nelson,3 tries,https://en.wikipedia.org/wiki/Ray_Nelson
 United States,Riaan van Zyl,3 tries,https://en.wikipedia.org/wiki/Riaan_van_Zyl
 United States,Takudzwa Ngwenya,3 tries,https://en.wikipedia.org/wiki/Takudzwa_Ngwenya
 United States,Mike Hercus,2 tries,https://en.wikipedia.org/wiki/Mike_Hercus
 United States,Mike Purcell,2 tries,https://en.wikipedia.org/wiki/Mike_Purcell
 United States,Kort Schubert,2 tries,https://en.wikipedia.org/wiki/Kort_Schubert
 United States,Louis Stanfill,2 tries,https://en.wikipedia.org/wiki/Louis_Stanfill
 United States,Chris Baumann,1 try,https://en.wikipedia.org/wiki/Chris_Baumann
 United States,Kevin Dalzell,1 try,https://en.wikipedia.org/wiki/Kevin_Dalzell
 United States,Philip Eloff,1 try,https://en.wikipedia.org/wiki/Philip_Eloff
 United States,Paul Emerick,1 try,https://en.wikipedia.org/wiki/Paul_Emerick
 United States,JJ Gagiano,1 try,https://en.wikipedia.org/wiki/JJ_Gagiano
 United States,Juan Grobler,1 try,https://en.wikipedia.org/w/index.php?title=Juan_Grobler&action=edit&redlink=1
 United States,Brian Hightower,1 try,https://en.wikipedia.org/w/index.php?title=Brian_Hightower&action=edit&redlink=1
 United States,Kirk Khasigian,1 try,https://en.wikipedia.org/wiki/Kirk_Khasigian
 United States,Gary Lambert,1 try,https://en.wikipedia.org/wiki/Gary_Lambert
 United States,Titi Lamositele,1 try,https://en.wikipedia.org/wiki/Titi_Lamositele
 United States,Dan Lyle,1 try,https://en.wikipedia.org/wiki/Dan_Lyle
 United States,Mike MacDonald,1 try,https://en.wikipedia.org/wiki/Mike_MacDonald_(rugby_union)
 United States,Matekitonga Moeakiola,1 try,https://en.wikipedia.org/wiki/Matekitonga_Moeakiola
 United States,Mike Petri,1 try,https://en.wikipedia.org/wiki/Mike_Petri
 United States,Kurt Shuman,1 try,https://en.wikipedia.org/w/index.php?title=Kurt_Shuman&action=edit&redlink=1
 United States,Kevin Swords,1 try,https://en.wikipedia.org/wiki/Kevin_Swords
 Wales,Shane Williams,10 tries,https://en.wikipedia.org/wiki/Shane_Williams
 Wales,Ieuan Evans,7 tries,https://en.wikipedia.org/wiki/Ieuan_Evans
